"unixtime_full","cryopower","adc27","adc20","temp9","temp5"
"2016-06-11 20:01:42"," 90.67"," 20.89","  0.29"," 18.05"," 21.19"
"2016-06-11 20:01:47"," 89.89"," 20.89","  0.28"," 18.14"," 21.22"
"2016-06-11 20:01:52"," 90.48"," 20.89","  0.30"," 18.14"," 21.19"
"2016-06-11 20:01:57"," 91.05"," 20.89","  0.28"," 18.08"," 21.25"
"2016-06-11 20:02:02"," 90.72"," 20.89","  0.28"," 18.11"," 21.22"
"2016-06-11 20:02:07"," 90.50"," 20.89","  0.34"," 18.14"," 21.28"
"2016-06-11 20:02:12"," 91.18"," 20.89","  0.30"," 18.08"," 21.22"
"2016-06-11 20:02:17"," 91.23"," 20.89","  0.30"," 18.11"," 21.22"
"2016-06-11 20:02:22"," 90.30"," 20.89","  0.28"," 18.11"," 21.28"
"2016-06-11 20:02:27"," 90.86"," 20.89","  0.31"," 18.11"," 21.22"
"2016-06-11 20:02:32"," 90.95"," 20.89","  0.31"," 18.14"," 21.31"
"2016-06-11 20:02:37"," 91.07"," 20.89","  0.28"," 18.11"," 21.28"
"2016-06-11 20:02:42"," 90.73"," 20.89","  0.30"," 18.14"," 21.25"
"2016-06-11 20:02:47"," 91.07"," 20.89","  0.29"," 18.17"," 21.25"
"2016-06-11 20:02:52"," 89.82"," 20.89","  0.29"," 18.17"," 21.16"
"2016-06-11 20:02:57"," 91.36"," 20.89","  0.30"," 18.11"," 21.25"
"2016-06-11 20:03:02"," 91.16"," 21.02","  0.31"," 18.08"," 21.31"
"2016-06-11 20:03:07"," 91.79"," 20.89","  0.31"," 18.14"," 21.31"
"2016-06-11 20:03:12"," 91.11"," 20.89","  0.32"," 18.11"," 21.31"
"2016-06-11 20:03:17"," 90.03"," 20.89","  0.29"," 18.14"," 21.25"
"2016-06-11 20:03:22"," 92.48"," 20.89","  0.30"," 18.14"," 21.22"
"2016-06-11 20:03:27"," 91.21"," 20.89","  0.33"," 18.14"," 21.28"
"2016-06-11 20:03:32"," 91.12"," 20.89","  0.32"," 18.17"," 21.25"
"2016-06-11 20:03:37"," 91.54"," 21.02","  0.28"," 18.20"," 21.28"
"2016-06-11 20:03:42"," 91.32"," 20.89","  0.30"," 18.17"," 21.28"
"2016-06-11 20:03:47"," 90.61"," 20.89","  0.31"," 18.14"," 21.22"
"2016-06-11 20:03:52"," 91.03"," 20.89","  0.33"," 18.11"," 21.31"
"2016-06-11 20:03:57"," 90.46"," 20.89","  0.30"," 18.14"," 21.28"
"2016-06-11 20:04:02"," 90.72"," 21.02","  0.29"," 18.20"," 21.25"
"2016-06-11 20:04:07"," 91.20"," 20.89","  0.33"," 18.20"," 21.28"
"2016-06-11 20:04:12"," 90.48"," 20.89","  0.30"," 18.23"," 21.28"
"2016-06-11 20:04:17"," 91.39"," 20.89","  0.31"," 18.17"," 21.25"
"2016-06-11 20:04:22"," 89.97"," 21.02","  0.31"," 18.17"," 21.28"
"2016-06-11 20:04:27"," 91.09"," 20.89","  0.31"," 18.11"," 21.34"
"2016-06-11 20:04:32"," 90.89"," 21.02","  0.31"," 18.20"," 21.28"
"2016-06-11 20:04:37"," 91.18"," 20.89","  0.29"," 18.17"," 21.28"
"2016-06-11 20:04:42"," 90.60"," 20.89","  0.32"," 18.17"," 21.31"
"2016-06-11 20:04:47"," 92.31"," 20.89","  0.30"," 18.20"," 21.34"
"2016-06-11 20:04:52"," 91.89"," 20.89","  0.30"," 18.14"," 21.28"
"2016-06-11 20:04:57"," 90.62"," 20.89","  0.32"," 18.14"," 21.34"
"2016-06-11 20:05:02"," 91.48"," 20.89","  0.32"," 18.20"," 21.28"
"2016-06-11 20:05:07"," 90.62"," 20.89","  0.28"," 18.17"," 21.28"
"2016-06-11 20:05:12"," 90.44"," 20.89","  0.28"," 18.14"," 21.31"
"2016-06-11 20:05:17"," 91.46"," 20.89","  0.32"," 18.20"," 21.34"
"2016-06-11 20:05:22"," 90.55"," 20.89","  0.31"," 18.08"," 21.31"
"2016-06-11 20:05:27"," 91.73"," 20.89","  0.29"," 18.17"," 21.22"
"2016-06-11 20:05:32"," 91.44"," 20.89","  0.29"," 18.17"," 21.28"
"2016-06-11 20:05:37"," 91.88"," 21.02","  0.28"," 18.17"," 21.34"
"2016-06-11 20:05:42"," 91.07"," 20.89","  0.31"," 18.17"," 21.28"
"2016-06-11 20:05:47"," 90.31"," 20.89","  0.29"," 18.20"," 21.25"
"2016-06-11 20:05:52"," 91.69"," 20.89","  0.29"," 18.17"," 21.31"
"2016-06-11 20:05:57"," 90.52"," 20.89","  0.33"," 18.17"," 21.37"
"2016-06-11 20:06:02"," 90.17"," 21.02","  0.29"," 18.20"," 21.31"
"2016-06-11 20:06:07"," 91.00"," 21.02","  0.29"," 18.17"," 21.31"
"2016-06-11 20:06:12"," 91.48"," 21.02","  0.30"," 18.17"," 21.31"
"2016-06-11 20:06:17"," 91.05"," 21.02","  0.27"," 18.23"," 21.31"
"2016-06-11 20:06:22"," 90.46"," 20.89","  0.29"," 18.20"," 21.28"
"2016-06-11 20:06:27"," 91.25"," 20.89","  0.32"," 18.17"," 21.31"
"2016-06-11 20:06:32"," 92.33"," 20.89","  0.31"," 18.20"," 21.28"
"2016-06-11 20:06:37"," 90.79"," 20.89","  0.33"," 18.14"," 21.34"
"2016-06-11 20:06:42"," 92.30"," 21.02","  0.30"," 18.17"," 21.31"
"2016-06-11 20:06:47"," 90.65"," 20.89","  0.31"," 18.17"," 21.31"
"2016-06-11 20:06:52"," 91.67"," 20.89","  0.30"," 18.20"," 21.34"
"2016-06-11 20:06:57"," 91.66"," 21.02","  0.29"," 18.20"," 21.31"
"2016-06-11 20:07:02"," 90.09"," 20.89","  0.30"," 18.20"," 21.31"
"2016-06-11 20:07:07"," 90.46"," 20.89","  0.28"," 18.17"," 21.31"
"2016-06-11 20:07:12"," 90.68"," 21.02","  0.30"," 18.17"," 21.28"
"2016-06-11 20:07:17"," 91.68"," 20.89","  0.31"," 18.23"," 21.37"
"2016-06-11 20:07:22"," 92.60"," 21.02","  0.30"," 18.20"," 21.37"
"2016-06-11 20:07:27"," 90.26"," 21.02","  0.33"," 18.23"," 21.31"
"2016-06-11 20:07:32"," 92.28"," 20.89","  0.30"," 18.17"," 21.34"
"2016-06-11 20:07:37"," 90.51"," 20.89","  0.30"," 18.20"," 21.31"
"2016-06-11 20:07:42"," 90.54"," 21.02","  0.31"," 18.20"," 21.34"
"2016-06-11 20:07:47"," 90.49"," 20.89","  0.31"," 18.26"," 21.28"
"2016-06-11 20:07:52"," 91.79"," 21.02","  0.30"," 18.23"," 21.37"
"2016-06-11 20:07:57"," 90.52"," 21.02","  0.28"," 18.26"," 21.37"
"2016-06-11 20:08:02"," 91.88"," 20.89","  0.31"," 18.20"," 21.34"
"2016-06-11 20:08:07"," 90.39"," 21.02","  0.31"," 18.23"," 21.37"
"2016-06-11 20:08:12"," 91.48"," 21.02","  0.32"," 18.20"," 21.34"
"2016-06-11 20:08:17"," 91.00"," 21.02","  0.29"," 18.23"," 21.28"
"2016-06-11 20:08:22"," 92.08"," 20.89","  0.29"," 18.23"," 21.34"
"2016-06-11 20:08:27"," 91.79"," 20.89","  0.30"," 18.17"," 21.37"
"2016-06-11 20:08:32"," 91.13"," 21.02","  0.32"," 18.20"," 21.34"
"2016-06-11 20:08:37"," 93.05"," 21.02","  0.30"," 18.20"," 21.37"
"2016-06-11 20:08:42"," 91.34"," 20.89","  0.28"," 18.20"," 21.37"
"2016-06-11 20:08:47"," 90.71"," 21.02","  0.29"," 18.20"," 21.34"
"2016-06-11 20:08:52"," 90.57"," 20.89","  0.29"," 18.26"," 21.37"
"2016-06-11 20:08:57"," 90.98"," 20.89","  0.33"," 18.20"," 21.37"
"2016-06-11 20:09:02"," 91.27"," 21.02","  0.31"," 18.20"," 21.34"
"2016-06-11 20:09:07"," 92.42"," 21.02","  0.30"," 18.17"," 21.34"
"2016-06-11 20:09:12"," 91.23"," 20.89","  0.29"," 18.26"," 21.37"
"2016-06-11 20:09:17"," 91.80"," 21.02","  0.30"," 18.23"," 21.40"
"2016-06-11 20:09:22"," 91.35"," 21.02","  0.30"," 18.23"," 21.37"
"2016-06-11 20:09:27"," 92.30"," 21.02","  0.31"," 18.23"," 21.37"
"2016-06-11 20:09:32"," 90.46"," 21.02","  0.30"," 18.23"," 21.37"
"2016-06-11 20:09:37"," 92.69"," 21.02","  0.29"," 18.23"," 21.43"
"2016-06-11 20:09:42"," 92.83"," 21.02","  0.28"," 18.26"," 21.37"
"2016-06-11 20:09:47"," 91.44"," 21.02","  0.29"," 18.23"," 21.37"
"2016-06-11 20:09:52"," 91.44"," 21.02","  0.28"," 18.29"," 21.40"
"2016-06-11 20:09:57"," 89.75"," 21.02","  0.30"," 18.17"," 21.34"
"2016-06-11 20:10:02"," 90.36"," 21.02","  0.30"," 18.20"," 21.43"
"2016-06-11 20:10:07"," 91.68"," 21.02","  0.32"," 18.20"," 21.37"
"2016-06-11 20:10:12"," 91.04"," 21.02","  0.30"," 18.26"," 21.37"
"2016-06-11 20:10:17"," 91.75"," 21.02","  0.33"," 18.29"," 21.43"
"2016-06-11 20:10:22"," 91.69"," 21.02","  0.30"," 18.23"," 21.31"
"2016-06-11 20:10:27"," 90.92"," 21.02","  0.29"," 18.23"," 21.40"
"2016-06-11 20:10:32"," 91.11"," 20.89","  0.31"," 18.23"," 21.43"
"2016-06-11 20:10:37"," 91.60"," 21.02","  0.29"," 18.29"," 21.43"
"2016-06-11 20:10:42"," 91.81"," 21.02","  0.29"," 18.26"," 21.46"
"2016-06-11 20:10:47"," 92.65"," 21.02","  0.31"," 18.23"," 21.46"
"2016-06-11 20:10:52"," 91.54"," 21.02","  0.32"," 18.26"," 21.40"
"2016-06-11 20:10:57"," 92.87"," 21.02","  0.30"," 18.23"," 21.37"
"2016-06-11 20:11:02"," 91.76"," 21.02","  0.30"," 18.23"," 21.40"
"2016-06-11 20:11:07"," 92.57"," 21.02","  0.29"," 18.23"," 21.43"
"2016-06-11 20:11:12"," 91.13"," 21.02","  0.30"," 18.23"," 21.34"
"2016-06-11 20:11:17"," 90.71"," 20.89","  0.32"," 18.23"," 21.43"
"2016-06-11 20:11:22"," 91.67"," 21.02","  0.29"," 18.29"," 21.40"
"2016-06-11 20:11:27"," 92.73"," 21.02","  0.32"," 18.20"," 21.37"
"2016-06-11 20:11:32"," 92.37"," 21.02","  0.32"," 18.26"," 21.40"
"2016-06-11 20:11:37"," 91.48"," 21.02","  0.32"," 18.29"," 21.43"
"2016-06-11 20:11:42"," 90.65"," 21.02","  0.29"," 18.26"," 21.34"
"2016-06-11 20:11:47"," 90.39"," 21.14","  0.31"," 18.23"," 21.37"
"2016-06-11 20:11:52"," 92.15"," 21.02","  0.29"," 18.26"," 21.40"
"2016-06-11 20:11:57"," 91.80"," 21.02","  0.30"," 18.23"," 21.43"
"2016-06-11 20:12:02"," 90.36"," 21.02","  0.29"," 18.32"," 21.43"
"2016-06-11 20:12:07"," 92.30"," 21.02","  0.32"," 18.23"," 21.40"
"2016-06-11 20:12:12"," 92.16"," 21.02","  0.31"," 18.29"," 21.37"
"2016-06-11 20:12:17"," 91.74"," 21.02","  0.29"," 18.20"," 21.40"
"2016-06-11 20:12:22"," 90.35"," 21.02","  0.30"," 18.26"," 21.46"
"2016-06-11 20:12:27"," 90.99"," 21.02","  0.29"," 18.26"," 21.37"
"2016-06-11 20:12:32"," 91.97"," 21.02","  0.29"," 18.26"," 21.43"
"2016-06-11 20:12:37"," 91.23"," 21.02","  0.31"," 18.29"," 21.43"
"2016-06-11 20:12:42"," 90.49"," 21.02","  0.32"," 18.32"," 21.40"
"2016-06-11 20:12:47"," 90.85"," 21.02","  0.32"," 18.29"," 21.40"
"2016-06-11 20:12:52"," 91.21"," 21.02","  0.31"," 18.29"," 21.40"
"2016-06-11 20:12:57"," 92.22"," 21.02","  0.30"," 18.26"," 21.40"
"2016-06-11 20:13:02"," 91.07"," 21.14","  0.33"," 18.29"," 21.43"
"2016-06-11 20:13:07"," 90.50"," 21.02","  0.32"," 18.23"," 21.46"
"2016-06-11 20:13:12"," 90.67"," 21.02","  0.29"," 18.23"," 21.40"
"2016-06-11 20:13:17"," 91.11"," 21.02","  0.30"," 18.29"," 21.43"
"2016-06-11 20:13:22"," 91.62"," 21.02","  0.28"," 18.32"," 21.40"
"2016-06-11 20:13:27"," 90.86"," 21.02","  0.31"," 18.29"," 21.46"
"2016-06-11 20:13:32"," 92.25"," 21.02","  0.29"," 18.32"," 21.40"
"2016-06-11 20:13:37"," 90.14"," 21.02","  0.30"," 18.23"," 21.46"
"2016-06-11 20:13:42"," 90.08"," 21.02","  0.31"," 18.29"," 21.43"
"2016-06-11 20:13:47"," 90.86"," 21.02","  0.30"," 18.32"," 21.43"
"2016-06-11 20:13:52"," 90.84"," 21.14","  0.32"," 18.29"," 21.43"
"2016-06-11 20:13:57"," 90.37"," 21.02","  0.29"," 18.35"," 21.40"
"2016-06-11 20:14:02"," 91.67"," 21.02","  0.31"," 18.29"," 21.40"
"2016-06-11 20:14:07"," 91.46"," 21.02","  0.30"," 18.35"," 21.46"
"2016-06-11 20:14:12"," 90.85"," 21.02","  0.31"," 18.32"," 21.46"
"2016-06-11 20:14:17"," 90.94"," 21.14","  0.31"," 18.29"," 21.40"
"2016-06-11 20:14:22"," 92.07"," 21.02","  0.28"," 18.29"," 21.43"
"2016-06-11 20:14:27"," 91.56"," 21.02","  0.32"," 18.32"," 21.46"
"2016-06-11 20:14:32"," 91.28"," 21.14","  0.30"," 18.32"," 21.50"
"2016-06-11 20:14:37"," 91.27"," 21.02","  0.30"," 18.32"," 21.40"
"2016-06-11 20:14:42"," 89.93"," 21.02","  0.29"," 18.35"," 21.40"
"2016-06-11 20:14:47"," 91.77"," 21.02","  0.32"," 18.32"," 21.50"
"2016-06-11 20:14:52"," 91.71"," 21.02","  0.30"," 18.29"," 21.46"
"2016-06-11 20:14:57"," 89.71"," 21.02","  0.30"," 18.29"," 21.46"
"2016-06-11 20:15:02"," 90.17"," 21.14","  0.32"," 18.32"," 21.43"
"2016-06-11 20:15:07"," 91.65"," 21.14","  0.33"," 18.26"," 21.46"
"2016-06-11 20:15:12"," 91.40"," 21.02","  0.32"," 18.35"," 21.50"
"2016-06-11 20:15:17"," 91.11"," 21.02","  0.29"," 18.35"," 21.43"
"2016-06-11 20:15:22"," 91.10"," 21.02","  0.29"," 18.29"," 21.46"
"2016-06-11 20:15:27"," 90.75"," 21.02","  0.29"," 18.32"," 21.46"
"2016-06-11 20:15:32"," 91.38"," 21.02","  0.30"," 18.32"," 21.50"
"2016-06-11 20:15:37"," 91.85"," 21.02","  0.32"," 18.35"," 21.46"
"2016-06-11 20:15:42"," 90.96"," 21.14","  0.33"," 18.35"," 21.52"
"2016-06-11 20:15:47"," 91.96"," 21.02","  0.29"," 18.35"," 21.46"
"2016-06-11 20:15:52"," 92.14"," 21.14","  0.28"," 18.32"," 21.50"
"2016-06-11 20:15:57"," 91.34"," 21.14","  0.31"," 18.29"," 21.43"
"2016-06-11 20:16:02"," 90.74"," 21.14","  0.31"," 18.32"," 21.50"
"2016-06-11 20:16:07"," 91.11"," 21.14","  0.30"," 18.35"," 21.52"
"2016-06-11 20:16:12"," 90.29"," 21.14","  0.30"," 18.35"," 21.43"
"2016-06-11 20:16:17"," 91.76"," 21.02","  0.29"," 18.35"," 21.50"
"2016-06-11 20:16:22"," 90.39"," 21.14","  0.30"," 18.32"," 21.40"
"2016-06-11 20:16:27"," 91.44"," 21.14","  0.30"," 18.35"," 21.46"
"2016-06-11 20:16:32"," 90.79"," 21.14","  0.29"," 18.38"," 21.50"
"2016-06-11 20:16:37"," 91.19"," 21.14","  0.30"," 18.38"," 21.52"
"2016-06-11 20:16:42"," 91.73"," 21.14","  0.33"," 18.38"," 21.50"
"2016-06-11 20:16:47"," 91.67"," 21.14","  0.31"," 18.38"," 21.52"
"2016-06-11 20:16:52"," 91.97"," 21.14","  0.31"," 18.38"," 21.46"
"2016-06-11 20:16:57"," 91.06"," 21.02","  0.31"," 18.32"," 21.56"
"2016-06-11 20:17:02"," 90.66"," 21.14","  0.30"," 18.35"," 21.52"
"2016-06-11 20:17:07"," 90.69"," 21.02","  0.31"," 18.35"," 21.59"
"2016-06-11 20:17:12"," 90.07"," 21.02","  0.29"," 18.35"," 21.52"
"2016-06-11 20:17:17"," 91.75"," 21.14","  0.29"," 18.38"," 21.52"
"2016-06-11 20:17:22"," 91.26"," 21.14","  0.33"," 18.35"," 21.52"
"2016-06-11 20:17:27"," 90.76"," 21.02","  0.31"," 18.35"," 21.52"
"2016-06-11 20:17:32"," 91.07"," 21.14","  0.28"," 18.32"," 21.59"
"2016-06-11 20:17:37"," 91.17"," 21.14","  0.30"," 18.41"," 21.50"
"2016-06-11 20:17:42"," 91.65"," 21.14","  0.28"," 18.41"," 21.56"
"2016-06-11 20:17:47"," 90.82"," 21.14","  0.29"," 18.38"," 21.52"
"2016-06-11 20:17:52"," 91.59"," 21.02","  0.31"," 18.35"," 21.46"
"2016-06-11 20:17:57"," 90.02"," 21.14","  0.31"," 18.32"," 21.52"
"2016-06-11 20:18:02"," 91.52"," 21.02","  0.32"," 18.38"," 21.56"
"2016-06-11 20:18:07"," 91.23"," 21.14","  0.30"," 18.35"," 21.56"
"2016-06-11 20:18:12"," 91.68"," 21.14","  0.31"," 18.32"," 21.50"
"2016-06-11 20:18:17"," 90.98"," 21.14","  0.32"," 18.29"," 21.52"
"2016-06-11 20:18:22"," 91.48"," 21.14","  0.29"," 18.35"," 21.52"
"2016-06-11 20:18:27"," 91.82"," 21.02","  0.31"," 18.35"," 21.52"
"2016-06-11 20:18:32"," 91.67"," 21.14","  0.32"," 18.38"," 21.56"
"2016-06-11 20:18:37"," 91.42"," 21.14","  0.30"," 18.35"," 21.52"
"2016-06-11 20:18:42"," 91.38"," 21.14","  0.31"," 18.35"," 21.56"
"2016-06-11 20:18:47"," 91.95"," 21.14","  0.28"," 18.35"," 21.59"
"2016-06-11 20:18:52"," 92.50"," 21.14","  0.30"," 18.38"," 21.56"
"2016-06-11 20:18:57"," 90.26"," 21.14","  0.29"," 18.35"," 21.52"
"2016-06-11 20:19:02"," 90.67"," 21.14","  0.30"," 18.41"," 21.52"
"2016-06-11 20:19:07"," 90.65"," 21.14","  0.30"," 18.38"," 21.62"
"2016-06-11 20:19:12"," 91.49"," 21.14","  0.32"," 18.32"," 21.56"
"2016-06-11 20:19:17"," 90.71"," 21.14","  0.29"," 18.32"," 21.50"
"2016-06-11 20:19:22"," 90.99"," 21.14","  0.30"," 18.41"," 21.56"
"2016-06-11 20:19:27"," 91.08"," 21.14","  0.32"," 18.35"," 21.59"
"2016-06-11 20:19:32"," 91.40"," 21.14","  0.32"," 18.41"," 21.56"
"2016-06-11 20:19:37"," 92.49"," 21.14","  0.31"," 18.41"," 21.52"
"2016-06-11 20:19:42"," 91.32"," 21.14","  0.32"," 18.38"," 21.59"
"2016-06-11 20:19:47"," 90.96"," 21.14","  0.30"," 18.32"," 21.56"
"2016-06-11 20:19:52"," 90.91"," 21.02","  0.29"," 18.41"," 21.56"
"2016-06-11 20:19:57"," 90.79"," 21.14","  0.32"," 18.38"," 21.50"
"2016-06-11 20:20:02"," 91.80"," 21.14","  0.32"," 18.41"," 21.56"
"2016-06-11 20:20:07"," 91.19"," 21.14","  0.31"," 18.38"," 21.56"
"2016-06-11 20:20:12"," 90.84"," 21.14","  0.32"," 18.41"," 21.52"
"2016-06-11 20:20:17"," 91.38"," 21.14","  0.30"," 18.38"," 21.59"
"2016-06-11 20:20:22"," 91.99"," 21.14","  0.32"," 18.32"," 21.52"
"2016-06-11 20:20:27"," 91.21"," 21.14","  0.30"," 18.41"," 21.56"
"2016-06-11 20:20:32"," 91.40"," 21.14","  0.30"," 18.35"," 21.52"
"2016-06-11 20:20:37"," 90.40"," 21.14","  0.29"," 18.35"," 21.59"
"2016-06-11 20:20:42"," 89.81"," 21.14","  0.31"," 18.41"," 21.56"
"2016-06-11 20:20:47"," 91.55"," 21.14","  0.32"," 18.41"," 21.59"
"2016-06-11 20:20:52"," 90.48"," 21.14","  0.29"," 18.41"," 21.56"
"2016-06-11 20:20:57"," 91.61"," 21.14","  0.30"," 18.44"," 21.62"
"2016-06-11 20:21:02"," 91.72"," 21.14","  0.29"," 18.47"," 21.56"
"2016-06-11 20:21:07"," 90.82"," 21.14","  0.30"," 18.41"," 21.56"
"2016-06-11 20:21:12"," 90.66"," 21.14","  0.32"," 18.41"," 21.59"
"2016-06-11 20:21:17"," 93.06"," 21.14","  0.31"," 18.44"," 21.65"
"2016-06-11 20:21:22"," 92.34"," 21.14","  0.32"," 18.35"," 21.59"
"2016-06-11 20:21:27"," 90.88"," 21.14","  0.29"," 18.41"," 21.59"
"2016-06-11 20:21:32"," 90.30"," 21.14","  0.31"," 18.35"," 21.56"
"2016-06-11 20:21:37"," 91.53"," 21.14","  0.31"," 18.38"," 21.59"
"2016-06-11 20:21:42"," 90.91"," 21.14","  0.31"," 18.47"," 21.65"
"2016-06-11 20:21:47"," 91.76"," 21.14","  0.29"," 18.35"," 21.59"
"2016-06-11 20:21:52"," 90.49"," 21.14","  0.31"," 18.41"," 21.62"
"2016-06-11 20:21:57"," 92.10"," 21.14","  0.29"," 18.38"," 21.62"
"2016-06-11 20:22:02"," 91.35"," 21.14","  0.30"," 18.41"," 21.62"
"2016-06-11 20:22:07"," 90.33"," 21.14","  0.29"," 18.38"," 21.50"
"2016-06-11 20:22:12"," 90.81"," 21.14","  0.28"," 18.41"," 21.52"
"2016-06-11 20:22:17"," 92.54"," 21.14","  0.30"," 18.44"," 21.59"
"2016-06-11 20:22:22"," 91.59"," 21.14","  0.31"," 18.47"," 21.62"
"2016-06-11 20:22:27"," 91.91"," 21.14","  0.31"," 18.44"," 21.62"
"2016-06-11 20:22:32"," 91.95"," 21.14","  0.31"," 18.38"," 21.59"
"2016-06-11 20:22:37"," 91.37"," 21.26","  0.32"," 18.44"," 21.68"
"2016-06-11 20:22:42"," 91.04"," 21.26","  0.29"," 18.35"," 21.59"
"2016-06-11 20:22:47"," 90.38"," 21.14","  0.31"," 18.44"," 21.62"
"2016-06-11 20:22:52"," 90.44"," 21.26","  0.31"," 18.38"," 21.65"
"2016-06-11 20:22:57"," 90.75"," 21.26","  0.30"," 18.41"," 21.65"
"2016-06-11 20:23:02"," 90.94"," 21.14","  0.29"," 18.41"," 21.65"
"2016-06-11 20:23:07"," 90.82"," 21.14","  0.29"," 18.41"," 21.62"
"2016-06-11 20:23:12"," 90.90"," 21.26","  0.29"," 18.41"," 21.59"
"2016-06-11 20:23:17"," 91.59"," 21.26","  0.30"," 18.41"," 21.59"
"2016-06-11 20:23:22"," 90.15"," 21.14","  0.31"," 18.44"," 21.62"
"2016-06-11 20:23:27"," 91.68"," 21.14","  0.33"," 18.44"," 21.65"
"2016-06-11 20:23:32"," 90.87"," 21.14","  0.29"," 18.44"," 21.62"
"2016-06-11 20:23:37"," 91.83"," 21.14","  0.30"," 18.47"," 21.65"
"2016-06-11 20:23:42"," 90.85"," 21.14","  0.30"," 18.47"," 21.59"
"2016-06-11 20:23:47"," 91.43"," 21.14","  0.32"," 18.44"," 21.68"
"2016-06-11 20:23:52"," 91.82"," 21.26","  0.30"," 18.44"," 21.65"
"2016-06-11 20:23:57"," 91.38"," 21.14","  0.31"," 18.44"," 21.68"
"2016-06-11 20:24:02"," 91.53"," 21.14","  0.31"," 18.47"," 21.59"
"2016-06-11 20:24:07"," 91.47"," 21.14","  0.30"," 18.44"," 21.59"
"2016-06-11 20:24:12"," 90.80"," 21.14","  0.28"," 18.47"," 21.65"
"2016-06-11 20:24:17"," 91.22"," 21.14","  0.29"," 18.50"," 21.65"
"2016-06-11 20:24:22"," 90.40"," 21.14","  0.31"," 18.47"," 21.65"
"2016-06-11 20:24:27"," 90.79"," 21.14","  0.31"," 18.44"," 21.68"
"2016-06-11 20:24:32"," 90.92"," 21.14","  0.30"," 18.44"," 21.62"
"2016-06-11 20:24:37"," 89.46"," 21.14","  0.30"," 18.50"," 21.62"
"2016-06-11 20:24:42"," 90.76"," 21.14","  0.30"," 18.47"," 21.65"
"2016-06-11 20:24:47"," 92.19"," 21.14","  0.29"," 18.47"," 21.62"
"2016-06-11 20:24:52"," 90.27"," 21.14","  0.28"," 18.44"," 21.62"
"2016-06-11 20:24:57"," 91.09"," 21.26","  0.32"," 18.47"," 21.62"
"2016-06-11 20:25:02"," 91.05"," 21.14","  0.30"," 18.47"," 21.71"
"2016-06-11 20:25:07"," 91.95"," 21.26","  0.29"," 18.41"," 21.59"
"2016-06-11 20:25:12"," 91.83"," 21.14","  0.28"," 18.47"," 21.68"
"2016-06-11 20:25:17"," 90.82"," 21.14","  0.32"," 18.47"," 21.65"
"2016-06-11 20:25:22"," 91.75"," 21.14","  0.31"," 18.53"," 21.65"
"2016-06-11 20:25:27"," 91.79"," 21.14","  0.32"," 18.47"," 21.68"
"2016-06-11 20:25:32"," 90.86"," 21.14","  0.29"," 18.47"," 21.59"
"2016-06-11 20:25:37"," 91.34"," 21.14","  0.29"," 18.47"," 21.65"
"2016-06-11 20:25:42"," 90.67"," 21.26","  0.31"," 18.44"," 21.68"
"2016-06-11 20:25:47"," 90.69"," 21.14","  0.30"," 18.47"," 21.68"
"2016-06-11 20:25:52"," 90.94"," 21.26","  0.31"," 18.47"," 21.65"
"2016-06-11 20:25:57"," 91.38"," 21.14","  0.29"," 18.41"," 21.68"
"2016-06-11 20:26:02"," 90.98"," 21.26","  0.29"," 18.44"," 21.68"
"2016-06-11 20:26:07"," 92.32"," 21.26","  0.30"," 18.53"," 21.62"
"2016-06-11 20:26:12"," 91.57"," 21.14","  0.29"," 18.47"," 21.65"
"2016-06-11 20:26:17"," 91.56"," 21.26","  0.29"," 18.50"," 21.65"
"2016-06-11 20:26:22"," 89.75"," 21.14","  0.30"," 18.53"," 21.68"
"2016-06-11 20:26:27"," 91.10"," 21.26","  0.30"," 18.50"," 21.71"
"2016-06-11 20:26:32"," 90.49"," 21.14","  0.31"," 18.50"," 21.65"
"2016-06-11 20:26:37"," 90.90"," 21.26","  0.28"," 18.53"," 21.68"
"2016-06-11 20:26:42"," 91.75"," 21.26","  0.32"," 18.53"," 21.65"
"2016-06-11 20:26:47"," 91.34"," 21.26","  0.30"," 18.47"," 21.65"
"2016-06-11 20:26:52"," 90.87"," 21.26","  0.31"," 18.50"," 21.71"
"2016-06-11 20:26:57"," 90.88"," 21.14","  0.30"," 18.56"," 21.71"
"2016-06-11 20:27:02"," 92.14"," 21.26","  0.32"," 18.50"," 21.68"
"2016-06-11 20:27:07"," 93.19"," 21.26","  0.31"," 18.53"," 21.68"
"2016-06-11 20:27:12"," 91.25"," 21.26","  0.33"," 18.47"," 21.65"
"2016-06-11 20:27:17"," 91.21"," 21.26","  0.29"," 18.47"," 21.71"
"2016-06-11 20:27:22"," 91.67"," 21.26","  0.29"," 18.47"," 21.77"
"2016-06-11 20:27:27"," 92.45"," 21.26","  0.32"," 18.56"," 21.65"
"2016-06-11 20:27:32"," 91.62"," 21.26","  0.29"," 18.47"," 21.71"
"2016-06-11 20:27:37"," 92.14"," 21.26","  0.29"," 18.50"," 21.59"
"2016-06-11 20:27:42"," 91.53"," 21.26","  0.30"," 18.47"," 21.71"
"2016-06-11 20:27:47"," 91.20"," 21.26","  0.30"," 18.50"," 21.71"
"2016-06-11 20:27:52"," 91.07"," 21.26","  0.31"," 18.53"," 21.71"
"2016-06-11 20:27:57"," 91.14"," 21.26","  0.30"," 18.53"," 21.68"
"2016-06-11 20:28:02"," 91.77"," 21.26","  0.29"," 18.56"," 21.71"
