"unixtime_full","cryopower","adc27","adc20","temp9","temp5"
"2016-06-11 09:43:52"," 92.47","  7.22","  0.29"," 8.74"," 10.97"
"2016-06-11 09:43:57"," 93.69","  7.22","  0.30"," 8.68"," 11.06"
"2016-06-11 09:44:02"," 91.44","  7.22","  0.31"," 8.77"," 10.97"
"2016-06-11 09:44:07"," 91.63","  7.34","  0.27"," 8.74"," 11.03"
"2016-06-11 09:44:12"," 92.56","  7.22","  0.28"," 8.74"," 11.00"
"2016-06-11 09:44:17"," 92.86","  7.22","  0.28"," 8.77"," 11.06"
"2016-06-11 09:44:22"," 92.07","  7.22","  0.29"," 8.74"," 11.00"
"2016-06-11 09:44:27"," 92.09","  7.22","  0.29"," 8.74"," 10.97"
"2016-06-11 09:44:32"," 91.54","  7.22","  0.27"," 8.80"," 11.00"
"2016-06-11 09:44:37"," 92.70","  7.22","  0.28"," 8.68"," 11.00"
"2016-06-11 09:44:42"," 92.85","  7.22","  0.33"," 8.74"," 11.03"
"2016-06-11 09:44:47"," 93.37","  7.22","  0.29"," 8.80"," 11.03"
"2016-06-11 09:44:52"," 92.92","  7.22","  0.28"," 8.74"," 11.00"
"2016-06-11 09:44:57"," 92.08","  7.22","  0.28"," 8.71"," 11.06"
"2016-06-11 09:45:02"," 93.30","  7.22","  0.30"," 8.71"," 11.00"
"2016-06-11 09:45:07"," 93.83","  7.22","  0.31"," 8.68"," 11.00"
"2016-06-11 09:45:12"," 92.74","  7.22","  0.29"," 8.71"," 11.00"
"2016-06-11 09:45:17"," 92.47","  7.22","  0.31"," 8.74"," 10.97"
"2016-06-11 09:45:22"," 93.01","  7.22","  0.29"," 8.71"," 11.00"
"2016-06-11 09:45:27"," 91.66","  7.22","  0.29"," 8.77"," 11.03"
"2016-06-11 09:45:32"," 93.69","  7.22","  0.27"," 8.68"," 11.03"
"2016-06-11 09:45:37"," 94.12","  7.22","  0.27"," 8.74"," 10.97"
"2016-06-11 09:45:42"," 93.07","  7.22","  0.31"," 8.74"," 11.00"
"2016-06-11 09:45:47"," 93.25","  7.22","  0.28"," 8.74"," 10.97"
"2016-06-11 09:45:52"," 93.63","  7.22","  0.28"," 8.68"," 10.94"
"2016-06-11 09:45:57"," 92.72","  7.22","  0.29"," 8.71"," 10.97"
"2016-06-11 09:46:02"," 94.41","  7.22","  0.29"," 8.68"," 11.03"
"2016-06-11 09:46:07"," 93.47","  7.22","  0.27"," 8.77"," 11.00"
"2016-06-11 09:46:12"," 93.31","  7.22","  0.28"," 8.68"," 10.94"
"2016-06-11 09:46:17"," 93.67","  7.22","  0.29"," 8.71"," 10.97"
"2016-06-11 09:46:22"," 95.07","  7.22","  0.27"," 8.68"," 10.97"
"2016-06-11 09:46:27"," 93.14","  7.22","  0.29"," 8.74"," 10.97"
"2016-06-11 09:46:32"," 92.94","  7.22","  0.28"," 8.68"," 11.03"
"2016-06-11 09:46:37"," 94.90","  7.22","  0.29"," 8.71"," 11.00"
"2016-06-11 09:46:42"," 94.00","  7.22","  0.29"," 8.68"," 11.03"
"2016-06-11 09:46:47"," 92.81","  7.22","  0.30"," 8.71"," 11.00"
"2016-06-11 09:46:52"," 92.59","  7.10","  0.28"," 8.74"," 11.00"
"2016-06-11 09:46:57"," 93.83","  7.22","  0.29"," 8.68"," 10.90"
"2016-06-11 09:47:02"," 94.41","  7.10","  0.29"," 8.68"," 10.94"
"2016-06-11 09:47:07"," 94.62","  7.22","  0.30"," 8.68"," 10.94"
"2016-06-11 09:47:12"," 93.39","  7.22","  0.28"," 8.71"," 10.94"
"2016-06-11 09:47:17"," 95.20","  7.22","  0.29"," 8.74"," 10.97"
"2016-06-11 09:47:22"," 94.00","  7.22","  0.28"," 8.62"," 11.00"
"2016-06-11 09:47:27"," 95.83","  7.22","  0.30"," 8.65"," 10.94"
"2016-06-11 09:47:32"," 94.63","  7.22","  0.28"," 8.65"," 10.90"
"2016-06-11 09:47:37"," 94.91","  7.10","  0.31"," 8.65"," 10.94"
"2016-06-11 09:47:42"," 94.06","  7.22","  0.30"," 8.68"," 10.97"
"2016-06-11 09:47:47"," 95.48","  7.22","  0.30"," 8.71"," 11.00"
"2016-06-11 09:47:52"," 94.95","  7.22","  0.27"," 8.71"," 10.97"
"2016-06-11 09:47:57"," 94.49","  7.10","  0.27"," 8.71"," 10.97"
"2016-06-11 09:48:02"," 94.92","  7.10","  0.27"," 8.68"," 10.94"
"2016-06-11 09:48:07"," 93.85","  7.22","  0.28"," 8.65"," 10.97"
"2016-06-11 09:48:12"," 94.21","  7.10","  0.28"," 8.71"," 11.00"
"2016-06-11 09:48:17"," 95.06","  7.10","  0.30"," 8.68"," 10.97"
"2016-06-11 09:48:22"," 95.46","  7.22","  0.30"," 8.68"," 10.90"
"2016-06-11 09:48:27"," 94.32","  7.22","  0.29"," 8.68"," 10.94"
"2016-06-11 09:48:32"," 94.20","  7.22","  0.29"," 8.65"," 10.94"
"2016-06-11 09:48:37"," 95.69","  7.22","  0.30"," 8.68"," 10.97"
"2016-06-11 09:48:42"," 95.01","  7.10","  0.29"," 8.68"," 10.97"
"2016-06-11 09:48:47"," 94.13","  7.10","  0.27"," 8.65"," 10.94"
"2016-06-11 09:48:52"," 95.49","  7.10","  0.29"," 8.65"," 10.97"
"2016-06-11 09:48:57"," 97.38","  7.10","  0.30"," 8.65"," 10.94"
"2016-06-11 09:49:02"," 94.98","  7.22","  0.27"," 8.68"," 10.97"
"2016-06-11 09:49:07"," 95.86","  7.10","  0.29"," 8.71"," 10.94"
"2016-06-11 09:49:12"," 95.67","  7.22","  0.30"," 8.68"," 10.94"
"2016-06-11 09:49:17"," 96.72","  7.10","  0.29"," 8.71"," 11.00"
"2016-06-11 09:49:22"," 94.68","  7.10","  0.28"," 8.65"," 11.00"
"2016-06-11 09:49:27"," 95.59","  7.22","  0.28"," 8.65"," 10.94"
"2016-06-11 09:49:32"," 95.57","  7.10","  0.28"," 8.68"," 10.97"
"2016-06-11 09:49:37"," 95.20","  7.10","  0.29"," 8.65"," 11.00"
"2016-06-11 09:49:42"," 94.82","  7.10","  0.28"," 8.68"," 10.94"
"2016-06-11 09:49:47"," 94.51","  7.22","  0.28"," 8.65"," 10.94"
"2016-06-11 09:49:52"," 95.76","  7.22","  0.28"," 8.68"," 10.90"
"2016-06-11 09:49:57"," 96.33","  7.10","  0.30"," 8.68"," 10.90"
"2016-06-11 09:50:02"," 96.87","  7.10","  0.29"," 8.68"," 10.88"
"2016-06-11 09:50:07"," 96.58","  7.10","  0.30"," 8.65"," 10.88"
"2016-06-11 09:50:12"," 94.68","  7.10","  0.28"," 8.68"," 10.90"
"2016-06-11 09:50:17"," 95.43","  7.10","  0.29"," 8.65"," 10.81"
"2016-06-11 09:50:22"," 96.17","  7.10","  0.28"," 8.74"," 10.90"
"2016-06-11 09:50:27"," 95.11","  7.10","  0.27"," 8.71"," 10.90"
"2016-06-11 09:50:32"," 95.90","  7.10","  0.28"," 8.65"," 10.94"
"2016-06-11 09:50:37"," 95.98","  7.10","  0.28"," 8.65"," 10.88"
"2016-06-11 09:50:42"," 96.21","  7.10","  0.28"," 8.68"," 10.97"
"2016-06-11 09:50:47"," 95.38","  7.10","  0.29"," 8.68"," 10.94"
"2016-06-11 09:50:52"," 97.20","  7.10","  0.29"," 8.71"," 10.90"
"2016-06-11 09:50:57"," 95.79","  7.10","  0.28"," 8.65"," 10.94"
"2016-06-11 09:51:02"," 97.04","  7.10","  0.30"," 8.65"," 10.88"
"2016-06-11 09:51:07"," 96.94","  7.22","  0.28"," 8.71"," 10.90"
"2016-06-11 09:51:12"," 97.15","  7.10","  0.27"," 8.71"," 10.84"
"2016-06-11 09:51:17"," 97.28","  7.22","  0.31"," 8.65"," 10.90"
"2016-06-11 09:51:22"," 96.79","  7.10","  0.28"," 8.68"," 10.90"
"2016-06-11 09:51:27"," 95.41","  7.22","  0.34"," 8.62"," 10.94"
"2016-06-11 09:51:32"," 96.30","  7.10","  0.32"," 8.62"," 10.90"
"2016-06-11 09:51:37"," 96.29","  7.10","  0.33"," 8.65"," 10.94"
"2016-06-11 09:51:42"," 96.82","  7.10","  0.33"," 8.68"," 10.94"
"2016-06-11 09:51:47"," 96.53","  7.10","  0.34"," 8.62"," 10.90"
"2016-06-11 09:51:52"," 94.87","  7.10","  0.32"," 8.68"," 10.94"
"2016-06-11 09:51:57"," 95.22","  7.10","  0.33"," 8.62"," 10.94"
"2016-06-11 09:52:02"," 94.34","  7.22","  0.35"," 8.65"," 10.90"
"2016-06-11 09:52:07"," 93.85","  7.10","  0.36"," 8.62"," 10.88"
"2016-06-11 09:52:12"," 92.23","  7.10","  0.33"," 8.68"," 10.90"
"2016-06-11 09:52:17"," 91.86","  7.10","  0.33"," 8.65"," 10.81"
"2016-06-11 09:52:22"," 91.22","  7.10","  0.33"," 8.65"," 10.90"
"2016-06-11 09:52:27"," 90.51","  7.10","  0.35"," 8.65"," 10.94"
"2016-06-11 09:52:32"," 91.25","  7.10","  0.36"," 8.68"," 10.88"
"2016-06-11 09:52:37"," 89.62","  7.10","  0.27"," 8.62"," 10.90"
"2016-06-11 09:52:42"," 90.79","  7.10","  0.30"," 8.65"," 10.84"
"2016-06-11 09:52:47"," 89.84","  7.10","  0.30"," 8.62"," 10.90"
"2016-06-11 09:52:52"," 89.78","  7.10","  0.30"," 8.56"," 10.90"
"2016-06-11 09:52:57"," 91.23","  7.10","  0.30"," 8.62"," 10.88"
"2016-06-11 09:53:02"," 91.45","  7.10","  0.28"," 8.62"," 10.88"
"2016-06-11 09:53:07"," 90.69","  7.10","  0.29"," 8.74"," 10.90"
"2016-06-11 09:53:12"," 91.21","  7.10","  0.29"," 8.62"," 10.88"
"2016-06-11 09:53:17"," 92.03","  7.10","  0.28"," 8.62"," 10.88"
"2016-06-11 09:53:22"," 93.05","  7.10","  0.29"," 8.65"," 10.88"
"2016-06-11 09:53:27"," 91.91","  7.10","  0.30"," 8.62"," 10.78"
"2016-06-11 09:53:32"," 92.03","  7.10","  0.30"," 8.59"," 10.84"
"2016-06-11 09:53:37"," 92.49","  7.10","  0.30"," 8.65"," 10.88"
"2016-06-11 09:53:42"," 93.14","  7.10","  0.31"," 8.65"," 10.81"
"2016-06-11 09:53:47"," 92.15","  7.10","  0.28"," 8.65"," 10.88"
"2016-06-11 09:53:52"," 92.43","  7.10","  0.28"," 8.62"," 10.81"
"2016-06-11 09:53:57"," 92.29","  7.10","  0.30"," 8.65"," 10.88"
"2016-06-11 09:54:02"," 92.49","  7.10","  0.29"," 8.62"," 10.81"
"2016-06-11 09:54:07"," 91.41","  7.10","  0.29"," 8.65"," 10.88"
"2016-06-11 09:54:12"," 91.61","  7.10","  0.28"," 8.62"," 10.90"
"2016-06-11 09:54:17"," 91.40","  7.10","  0.28"," 8.62"," 10.88"
"2016-06-11 09:54:22"," 91.71","  7.10","  0.30"," 8.65"," 10.84"
"2016-06-11 09:54:27"," 93.03","  7.10","  0.29"," 8.59"," 10.84"
"2016-06-11 09:54:32"," 92.14","  7.10","  0.29"," 8.62"," 10.84"
"2016-06-11 09:54:37"," 92.30","  7.10","  0.28"," 8.59"," 10.84"
"2016-06-11 09:54:42"," 93.50","  7.10","  0.30"," 8.62"," 10.90"
"2016-06-11 09:54:47"," 91.88","  7.10","  0.28"," 8.62"," 10.84"
"2016-06-11 09:54:52"," 91.87","  7.10","  0.28"," 8.65"," 10.84"
"2016-06-11 09:54:57"," 92.32","  7.10","  0.29"," 8.68"," 10.88"
"2016-06-11 09:55:02"," 92.10","  6.98","  0.30"," 8.62"," 10.88"
"2016-06-11 09:55:07"," 92.88","  7.10","  0.30"," 8.62"," 10.84"
"2016-06-11 09:55:12"," 93.24","  7.10","  0.29"," 8.62"," 10.90"
"2016-06-11 09:55:17"," 92.67","  7.10","  0.28"," 8.59"," 10.94"
"2016-06-11 09:55:22"," 92.41","  7.10","  0.28"," 8.59"," 10.88"
"2016-06-11 09:55:27"," 92.79","  7.10","  0.29"," 8.59"," 10.84"
"2016-06-11 09:55:32"," 92.03","  7.10","  0.29"," 8.65"," 10.81"
"2016-06-11 09:55:37"," 92.48","  7.10","  0.29"," 8.65"," 10.88"
"2016-06-11 09:55:42"," 91.61","  7.10","  0.29"," 8.62"," 10.88"
"2016-06-11 09:55:47"," 93.06","  7.10","  0.29"," 8.62"," 10.88"
"2016-06-11 09:55:52"," 92.58","  7.10","  0.28"," 8.59"," 10.88"
"2016-06-11 09:55:57"," 93.42","  7.10","  0.29"," 8.59"," 10.78"
"2016-06-11 09:56:02"," 92.45","  6.98","  0.30"," 8.65"," 10.81"
"2016-06-11 09:56:07"," 92.49","  7.10","  0.28"," 8.52"," 10.84"
"2016-06-11 09:56:12"," 93.29","  7.10","  0.29"," 8.65"," 10.84"
"2016-06-11 09:56:17"," 92.20","  7.10","  0.30"," 8.62"," 10.81"
"2016-06-11 09:56:22"," 93.65","  7.10","  0.28"," 8.62"," 10.81"
"2016-06-11 09:56:27"," 92.81","  6.98","  0.29"," 8.59"," 10.81"
"2016-06-11 09:56:32"," 92.16","  6.98","  0.29"," 8.65"," 10.81"
"2016-06-11 09:56:37"," 92.78","  6.98","  0.28"," 8.56"," 10.81"
"2016-06-11 09:56:42"," 93.40","  7.10","  0.29"," 8.59"," 10.81"
"2016-06-11 09:56:47"," 92.95","  7.10","  0.31"," 8.62"," 10.78"
"2016-06-11 09:56:52"," 92.03","  7.10","  0.28"," 8.62"," 10.81"
"2016-06-11 09:56:57"," 93.99","  7.10","  0.28"," 8.62"," 10.81"
"2016-06-11 09:57:02"," 94.32","  7.10","  0.29"," 8.65"," 10.81"
"2016-06-11 09:57:07"," 94.14","  7.10","  0.28"," 8.59"," 10.78"
"2016-06-11 09:57:12"," 94.54","  6.98","  0.33"," 8.62"," 10.75"
"2016-06-11 09:57:17"," 92.06","  7.10","  0.28"," 8.56"," 10.81"
"2016-06-11 09:57:22"," 93.78","  7.10","  0.29"," 8.62"," 10.81"
"2016-06-11 09:57:27"," 91.52","  6.98","  0.29"," 8.62"," 10.78"
"2016-06-11 09:57:32"," 92.82","  7.10","  0.28"," 8.56"," 10.78"
"2016-06-11 09:57:37"," 92.86","  6.98","  0.30"," 8.62"," 10.78"
"2016-06-11 09:57:42"," 92.66","  6.98","  0.29"," 8.59"," 10.81"
"2016-06-11 09:57:47"," 93.44","  6.98","  0.29"," 8.59"," 10.84"
"2016-06-11 09:57:52"," 94.81","  7.10","  0.28"," 8.56"," 10.81"
"2016-06-11 09:57:57"," 93.81","  7.10","  0.29"," 8.65"," 10.84"
"2016-06-11 09:58:02"," 94.37","  6.98","  0.29"," 8.62"," 10.81"
"2016-06-11 09:58:07"," 94.62","  6.98","  0.28"," 8.59"," 10.84"
"2016-06-11 09:58:12"," 93.62","  6.98","  0.30"," 8.56"," 10.84"
"2016-06-11 09:58:17"," 95.16","  7.10","  0.28"," 8.62"," 10.84"
"2016-06-11 09:58:22"," 95.23","  6.98","  0.30"," 8.59"," 10.78"
"2016-06-11 09:58:27"," 94.58","  6.98","  0.28"," 8.59"," 10.75"
"2016-06-11 09:58:32"," 94.94","  6.98","  0.28"," 8.59"," 10.84"
"2016-06-11 09:58:37"," 94.71","  6.98","  0.30"," 8.62"," 10.84"
"2016-06-11 09:58:42"," 94.81","  6.98","  0.29"," 8.62"," 10.81"
"2016-06-11 09:58:47"," 95.86","  6.98","  0.29"," 8.56"," 10.81"
"2016-06-11 09:58:52"," 95.07","  6.98","  0.30"," 8.62"," 10.81"
"2016-06-11 09:58:57"," 95.36","  6.98","  0.30"," 8.59"," 10.78"
"2016-06-11 09:59:02"," 94.66","  6.98","  0.30"," 8.56"," 10.84"
"2016-06-11 09:59:07"," 94.02","  7.10","  0.28"," 8.56"," 10.81"
"2016-06-11 09:59:12"," 94.95","  6.98","  0.28"," 8.62"," 10.81"
"2016-06-11 09:59:17"," 95.65","  6.98","  0.29"," 8.59"," 10.81"
"2016-06-11 09:59:22"," 95.11","  6.98","  0.28"," 8.56"," 10.84"
"2016-06-11 09:59:27"," 95.10","  6.98","  0.30"," 8.56"," 10.78"
"2016-06-11 09:59:32"," 95.12","  6.98","  0.31"," 8.59"," 10.81"
"2016-06-11 09:59:37"," 95.87","  6.98","  0.30"," 8.56"," 10.78"
"2016-06-11 09:59:42"," 94.64","  6.98","  0.28"," 8.52"," 10.78"
"2016-06-11 09:59:47"," 95.55","  6.98","  0.28"," 8.56"," 10.81"
"2016-06-11 09:59:52"," 95.56","  6.98","  0.28"," 8.56"," 10.78"
"2016-06-11 09:59:57"," 95.89","  6.98","  0.30"," 8.52"," 10.81"
"2016-06-11 10:00:02"," 94.00","  6.98","  0.29"," 8.52"," 10.78"
"2016-06-11 10:00:07"," 95.23","  7.10","  0.30"," 8.59"," 10.78"
"2016-06-11 10:00:12"," 95.33","  7.10","  0.28"," 8.62"," 10.78"
"2016-06-11 10:00:17"," 94.71","  6.98","  0.31"," 8.56"," 10.81"
"2016-06-11 10:00:22"," 95.19","  6.98","  0.30"," 8.56"," 10.69"
"2016-06-11 10:00:27"," 95.76","  6.98","  0.28"," 8.56"," 10.78"
"2016-06-11 10:00:32"," 96.41","  6.98","  0.30"," 8.56"," 10.72"
"2016-06-11 10:00:37"," 96.35","  6.98","  0.30"," 8.59"," 10.81"
"2016-06-11 10:00:42"," 95.76","  6.98","  0.28"," 8.56"," 10.81"
"2016-06-11 10:00:47"," 94.79","  6.98","  0.31"," 8.59"," 10.81"
"2016-06-11 10:00:52"," 95.42","  6.98","  0.28"," 8.56"," 10.75"
"2016-06-11 10:00:57"," 95.03","  6.85","  0.29"," 8.56"," 10.75"
"2016-06-11 10:01:02"," 95.63","  6.98","  0.29"," 8.52"," 10.78"
"2016-06-11 10:01:07"," 96.14","  6.98","  0.30"," 8.56"," 10.75"
"2016-06-11 10:01:12"," 96.25","  6.98","  0.28"," 8.59"," 10.78"
"2016-06-11 10:01:17"," 94.49","  6.98","  0.30"," 8.52"," 10.78"
"2016-06-11 10:01:22"," 97.16","  6.98","  0.29"," 8.59"," 10.78"
"2016-06-11 10:01:27"," 96.39","  6.98","  0.30"," 8.59"," 10.81"
"2016-06-11 10:01:32"," 96.47","  6.98","  0.29"," 8.52"," 10.72"
"2016-06-11 10:01:37"," 95.78","  6.98","  0.28"," 8.59"," 10.72"
"2016-06-11 10:01:42"," 96.75","  6.85","  0.30"," 8.56"," 10.75"
"2016-06-11 10:01:47"," 95.47","  6.98","  0.30"," 8.56"," 10.75"
"2016-06-11 10:01:52"," 97.20","  6.98","  0.28"," 8.56"," 10.75"
"2016-06-11 10:01:57"," 95.93","  6.98","  0.30"," 8.59"," 10.75"
"2016-06-11 10:02:02"," 95.74","  6.98","  0.28"," 8.56"," 10.75"
"2016-06-11 10:02:07"," 98.20","  6.98","  0.28"," 8.56"," 10.75"
"2016-06-11 10:02:12"," 96.79","  6.98","  0.30"," 8.56"," 10.69"
"2016-06-11 10:02:17"," 96.32","  6.98","  0.35"," 8.52"," 10.72"
"2016-06-11 10:02:22"," 95.64","  6.85","  0.35"," 8.52"," 10.72"
"2016-06-11 10:02:27"," 96.90","  6.98","  0.35"," 8.56"," 10.72"
"2016-06-11 10:02:32"," 97.02","  6.98","  0.37"," 8.56"," 10.72"
"2016-06-11 10:02:37"," 96.61","  6.98","  0.34"," 8.56"," 10.72"
"2016-06-11 10:02:42"," 95.74","  6.85","  0.34"," 8.52"," 10.78"
"2016-06-11 10:02:47"," 95.84","  6.85","  0.35"," 8.52"," 10.75"
"2016-06-11 10:02:52"," 93.56","  6.98","  0.35"," 8.56"," 10.75"
"2016-06-11 10:02:57"," 91.68","  6.98","  0.35"," 8.52"," 10.72"
"2016-06-11 10:03:02"," 91.14","  6.85","  0.34"," 8.56"," 10.75"
"2016-06-11 10:03:07"," 91.56","  6.98","  0.32"," 8.52"," 10.72"
"2016-06-11 10:03:12"," 91.14","  6.85","  0.34"," 8.52"," 10.72"
"2016-06-11 10:03:17"," 91.53","  6.98","  0.34"," 8.52"," 10.75"
"2016-06-11 10:03:22"," 90.54","  6.85","  0.28"," 8.49"," 10.75"
"2016-06-11 10:03:27"," 91.25","  6.85","  0.27"," 8.49"," 10.69"
"2016-06-11 10:03:32"," 90.86","  6.98","  0.30"," 8.49"," 10.69"
"2016-06-11 10:03:37"," 90.45","  6.98","  0.29"," 8.56"," 10.69"
"2016-06-11 10:03:42"," 90.17","  6.98","  0.28"," 8.52"," 10.72"
"2016-06-11 10:03:47"," 90.40","  6.85","  0.30"," 8.49"," 10.72"
"2016-06-11 10:03:52"," 91.73","  6.98","  0.28"," 8.56"," 10.72"
"2016-06-11 10:03:57"," 90.87","  6.98","  0.29"," 8.59"," 10.72"
"2016-06-11 10:04:02"," 90.93","  6.85","  0.28"," 8.49"," 10.75"
"2016-06-11 10:04:07"," 91.42","  6.98","  0.30"," 8.46"," 10.72"
"2016-06-11 10:04:12"," 92.78","  6.98","  0.31"," 8.49"," 10.75"
"2016-06-11 10:04:17"," 91.98","  6.98","  0.28"," 8.52"," 10.75"
"2016-06-11 10:04:22"," 92.76","  6.98","  0.29"," 8.52"," 10.78"
"2016-06-11 10:04:27"," 91.49","  6.85","  0.28"," 8.52"," 10.66"
"2016-06-11 10:04:32"," 92.20","  6.85","  0.28"," 8.56"," 10.69"
"2016-06-11 10:04:37"," 92.45","  6.98","  0.30"," 8.56"," 10.69"
"2016-06-11 10:04:42"," 91.82","  6.85","  0.29"," 8.49"," 10.75"
"2016-06-11 10:04:47"," 92.64","  6.98","  0.29"," 8.56"," 10.66"
"2016-06-11 10:04:52"," 91.61","  6.85","  0.29"," 8.49"," 10.72"
"2016-06-11 10:04:57"," 92.38","  6.85","  0.30"," 8.52"," 10.75"
"2016-06-11 10:05:02"," 91.87","  6.85","  0.30"," 8.49"," 10.72"
"2016-06-11 10:05:07"," 93.09","  6.85","  0.26"," 8.52"," 10.69"
"2016-06-11 10:05:12"," 91.22","  6.98","  0.30"," 8.46"," 10.66"
"2016-06-11 10:05:17"," 92.97","  6.98","  0.30"," 8.52"," 10.69"
"2016-06-11 10:05:22"," 93.04","  6.98","  0.29"," 8.52"," 10.69"
"2016-06-11 10:05:27"," 93.04","  6.85","  0.30"," 8.46"," 10.69"
"2016-06-11 10:05:32"," 92.37","  6.85","  0.31"," 8.49"," 10.75"
"2016-06-11 10:05:37"," 91.40","  6.98","  0.27"," 8.52"," 10.69"
"2016-06-11 10:05:42"," 92.98","  6.85","  0.27"," 8.52"," 10.66"
"2016-06-11 10:05:47"," 91.27","  6.85","  0.30"," 8.56"," 10.66"
"2016-06-11 10:05:52"," 93.22","  6.85","  0.28"," 8.46"," 10.72"
"2016-06-11 10:05:57"," 91.42","  6.85","  0.30"," 8.49"," 10.63"
"2016-06-11 10:06:02"," 92.02","  6.85","  0.31"," 8.49"," 10.72"
"2016-06-11 10:06:07"," 90.82","  6.85","  0.30"," 8.49"," 10.66"
"2016-06-11 10:06:12"," 92.92","  6.85","  0.28"," 8.52"," 10.66"
"2016-06-11 10:06:17"," 92.18","  6.98","  0.28"," 8.52"," 10.72"
"2016-06-11 10:06:22"," 93.35","  6.98","  0.31"," 8.52"," 10.72"
"2016-06-11 10:06:27"," 91.16","  6.98","  0.30"," 8.52"," 10.66"
"2016-06-11 10:06:32"," 91.78","  6.85","  0.29"," 8.46"," 10.69"
"2016-06-11 10:06:37"," 92.80","  6.85","  0.30"," 8.49"," 10.66"
"2016-06-11 10:06:42"," 92.46","  6.98","  0.29"," 8.52"," 10.66"
"2016-06-11 10:06:47"," 93.05","  6.98","  0.29"," 8.52"," 10.66"
"2016-06-11 10:06:52"," 93.56","  6.85","  0.28"," 8.46"," 10.69"
"2016-06-11 10:06:57"," 92.30","  6.85","  0.28"," 8.49"," 10.66"
"2016-06-11 10:07:02"," 93.87","  6.85","  0.29"," 8.49"," 10.66"
"2016-06-11 10:07:07"," 93.97","  6.98","  0.30"," 8.56"," 10.60"
"2016-06-11 10:07:12"," 94.28","  6.85","  0.28"," 8.46"," 10.69"
"2016-06-11 10:07:17"," 92.75","  6.85","  0.30"," 8.49"," 10.66"
"2016-06-11 10:07:22"," 93.73","  6.85","  0.29"," 8.46"," 10.66"
"2016-06-11 10:07:27"," 94.79","  6.85","  0.29"," 8.49"," 10.66"
"2016-06-11 10:07:32"," 93.22","  6.85","  0.31"," 8.43"," 10.72"
"2016-06-11 10:07:37"," 94.18","  6.85","  0.29"," 8.52"," 10.69"
"2016-06-11 10:07:42"," 92.77","  6.85","  0.30"," 8.49"," 10.63"
"2016-06-11 10:07:47"," 92.97","  6.85","  0.30"," 8.43"," 10.66"
"2016-06-11 10:07:52"," 92.93","  6.85","  0.30"," 8.49"," 10.69"
"2016-06-11 10:07:57"," 94.38","  6.85","  0.28"," 8.49"," 10.69"
"2016-06-11 10:08:02"," 93.15","  6.85","  0.30"," 8.52"," 10.63"
"2016-06-11 10:08:07"," 93.95","  6.85","  0.29"," 8.49"," 10.63"
"2016-06-11 10:08:12"," 93.73","  6.98","  0.28"," 8.46"," 10.72"
"2016-06-11 10:08:17"," 93.60","  6.85","  0.30"," 8.43"," 10.66"
"2016-06-11 10:08:22"," 94.17","  6.85","  0.28"," 8.46"," 10.69"
"2016-06-11 10:08:27"," 94.99","  6.85","  0.29"," 8.40"," 10.63"
"2016-06-11 10:08:32"," 93.94","  6.85","  0.29"," 8.49"," 10.66"
"2016-06-11 10:08:37"," 94.56","  6.85","  0.28"," 8.40"," 10.60"
"2016-06-11 10:08:42"," 93.96","  6.85","  0.30"," 8.49"," 10.63"
"2016-06-11 10:08:47"," 94.81","  6.85","  0.28"," 8.52"," 10.63"
"2016-06-11 10:08:52"," 94.19","  6.85","  0.32"," 8.46"," 10.63"
"2016-06-11 10:08:57"," 93.90","  6.85","  0.28"," 8.43"," 10.69"
"2016-06-11 10:09:02"," 94.18","  6.85","  0.29"," 8.52"," 10.66"
"2016-06-11 10:09:07"," 94.51","  6.85","  0.28"," 8.43"," 10.60"
"2016-06-11 10:09:12"," 94.70","  6.85","  0.29"," 8.46"," 10.66"
"2016-06-11 10:09:17"," 93.82","  6.85","  0.25"," 8.46"," 10.60"
"2016-06-11 10:09:22"," 94.15","  6.85","  0.29"," 8.49"," 10.66"
"2016-06-11 10:09:27"," 94.84","  6.85","  0.28"," 8.46"," 10.63"
"2016-06-11 10:09:32"," 95.84","  6.85","  0.28"," 8.49"," 10.63"
"2016-06-11 10:09:37"," 94.90","  6.85","  0.30"," 8.46"," 10.63"
"2016-06-11 10:09:42"," 95.14","  6.85","  0.30"," 8.43"," 10.60"
"2016-06-11 10:09:47"," 94.39","  6.85","  0.28"," 8.49"," 10.66"
"2016-06-11 10:09:52"," 94.43","  6.85","  0.29"," 8.49"," 10.60"
"2016-06-11 10:09:57"," 94.50","  6.85","  0.30"," 8.46"," 10.63"
"2016-06-11 10:10:02"," 96.33","  6.85","  0.29"," 8.46"," 10.66"
"2016-06-11 10:10:07"," 94.82","  6.73","  0.28"," 8.46"," 10.60"
"2016-06-11 10:10:12"," 94.38","  6.85","  0.29"," 8.46"," 10.60"
"2016-06-11 10:10:17"," 94.92","  6.85","  0.28"," 8.46"," 10.60"
"2016-06-11 10:10:22"," 94.37","  6.85","  0.30"," 8.43"," 10.66"
"2016-06-11 10:10:27"," 94.77","  6.85","  0.28"," 8.46"," 10.63"
"2016-06-11 10:10:32"," 95.34","  6.85","  0.28"," 8.46"," 10.60"
"2016-06-11 10:10:37"," 96.16","  6.85","  0.29"," 8.46"," 10.60"
"2016-06-11 10:10:42"," 95.20","  6.73","  0.29"," 8.43"," 10.60"
"2016-06-11 10:10:47"," 95.08","  6.73","  0.28"," 8.46"," 10.63"
